qid,true_type,question_preview,needs_review,confidence,review_flags,review_reason,current_rule_route,router_mismatch_candidate,n_choices,has_context,is_quantitative,is_legal,has_refusal_choice,is_harmful,split_reason,quant_keyword_hits,quant_symbol_hits,digit_count
test_0097,stem,Người ở độ tuổi nào phải chịu trách nhiệm hình sự về tội phạm rất nghiêm trọng do cố ý hoặc tội phạm đặc biệt nghiêm trọng?,no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,16,16
test_0098,knowledge,"Thế nan giải của người tù là một trò chơi nổi tiếng, trong đó:",no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0099,stem,Một công ty có các dữ liệu tài chính sau cho năm hiện tại: - Lợi nhuận gộp: 400.000 đô la - Chi phí hoạt động: 150.000 đô la - Tài sản tổng cộng: 2.000.000 đô la - Vốn chủ sở hữu tổng cộng: 1.200.000 đô la - Doanh số tổn,no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,2,124,89
test_0100,knowledge,"Điền từ còn thiếu vào chỗ trống: ""Tấc đất, ... vàng""",no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0101,knowledge,Định nghĩa nào sau đây phản ánh đúng bản chất của hệ thống chính trị:,no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,3,FALSE,FALSE,TRUE,FALSE,FALSE,none,1,0,0
test_0102,stem,Câu hỏi nào dưới đây mô tả tốt nhất vai trò của các thiên kiến nhận thức trong quá trình ra quyết định?,no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,0,0
test_0103,stem,"Một ủy ban gồm 4 thành viên được thành lập từ một nhóm 8 người. Sau khi thành lập ủy ban, một chủ tịch và một phó chủ tịch phải được chọn từ bên trong ủy ban. Có bao nhiêu cách khác nhau để thực hiện điều này?",no,0.94,,,stem,no,10,FALSE,TRUE,TRUE,FALSE,FALSE,none,1,33,33
test_0104,reading,Một khách hàng cần sử dụng 1GB dữ liệu trong 7 ngày khi đi công tác nước ngoài. Gói cước nào sau đây là lựa chọn kinh tế nhất?,no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,0,43,39
test_0105,knowledge,Cách để tạo ra được dòng điện cảm ứng trong đinamô xe đạp?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0106,stem,"Theo Nghị quyết số 1656/NQ-UBTVQH15, sau khi sắp xếp, sáp nhập, Hà Nội có tổng cộng bao nhiêu đơn vị hành chính cấp xã?",no,0.94,,,stem,no,4,FALSE,TRUE,TRUE,FALSE,FALSE,none,1,20,18
test_0107,reading,Giống cừu Oxford Down chủ yếu được nuôi để làm gì?,no,0.98,,,reading,no,4,TRUE,FALSE,TRUE,FALSE,FALSE,explicit_context_question_split,0,0,0
test_0108,knowledge,"Theo quan điểm của Chủ Tịch Hồ Chí Minh, con đường giải phóng dân tộc hướng tới mục tiêu nào?",no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0109,knowledge,Việc tăng giá xăng ảnh hưởng đến cầu du lịch Highland thông qua cơ chế nào trước?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0110,stem,"Một động cơ không đồng bộ ba pha bốn cực được cấp điện từ nguồn 50Hz. Trên nhãn động cơ có ghi tốc độ định mức 1425 vg/ph. Giả sử tải của động cơ giảm và hệ số trượt chỉ còn 0,02. Tính tốc độ mới của động cơ.",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,2,32,23
test_0111,stem,"Lãi suất danh nghĩa là 10% được tính theo kỳ bán niên, vậy lãi suất hàng năm hiệu quả là bao nhiêu?",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,4,53,42
test_0112,stem,"Một bể chứa hình trụ đang được đổ đầy nước với tốc độ không đổi là $ 500 \, \text{cm}^3/\text{sec} $. Bán kính của bể là 10 cm. Hỏi tốc độ tăng của chiều cao nước là bao nhiêu khi chiều cao nước là 15 cm?",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,2,71,27
test_0113,reading,"Theo Tuyên ngôn Độc lập Estonia năm 1918, điều nào sau đây KHÔNG phải là nguyên tắc được nêu rõ trong khung pháp lý của Cộng hòa Dân chủ Độc lập Estonia?",no,0.98,reading_with_legal_terms;reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,0,4,4
test_0114,knowledge,"Một nhà độc quyền đối mặt với đường cầu tuyến tính và chi phí biên không đổi. Nếu chính phủ áp đặt một khoản thuế theo đơn vị lên nhà độc quyền,",no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,1,0,0
test_0115,knowledge,Chọn phương án trả lời đúng theo tư tưởng Chủ Tịch Hồ Chí Minh về lực lượng chủ yếu của khối đại đoàn kết dân tộc?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0116,stem,Cho $ g(x) = \cos(x) \cdot e^{-x} $. Hãy tìm giá trị của $ g'(0) $.,no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,19,11
test_0117,reading,"Theo nội dung văn bản, ai trong số sau đây KHÔNG phải là một phần của 'Tứ quý' (四貴) dưới triều Tần Chiêu Tương vương?",no,0.98,,,reading,no,4,TRUE,FALSE,FALSE,FALSE,FALSE,explicit_context_question_split,0,0,0
test_0118,stem,"Một công ty sử dụng phương pháp tính khấu hao theo số lượng sản phẩm để khấu hao một thiết bị. Thiết bị có chi phí là 50.000 đô la, giá trị còn lại là 5.000 đô la và tuổi thọ hữu ích được ước tính là 100.000 đơn vị. Nếu ",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,3,60,60
test_0119,reading,Biệt danh 'Mr. Cool' của Cổ Thiên Lạc có nguồn gốc từ yếu tố nào sau đây?,no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,0,4,4
test_0120,stem,PM2.5 là gì?,no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,4,4
test_0121,stem,"Câu hỏi: Điều gì xảy ra với Lượng đặt hàng tối ưu (EOQ) nếu doanh số đơn vị hàng năm tăng gấp đôi, giả sử tất cả các chi phí khác không thay đổi?",no,0.94,,,stem,no,10,FALSE,TRUE,TRUE,FALSE,FALSE,none,1,29,21
test_0122,knowledge,Bản chất của chuyển giao quyền lực chính trị khác so với giành quyền lực chính trị như thế nào?,no,0.86,,,knowledge,no,2,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0123,stem,"Một hệ thống máy tính có tốc độ đồng hồ là 2,5 GHz và trung bình 3 chu kỳ đồng hồ mỗi lệnh (CPI). Một kỹ thuật tối ưu hóa mới giảm CPI xuống còn 2. Nếu một chương trình ban đầu mất 15 giây để thực thi, chương trình đó sẽ",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,3,30,30
test_0124,stem,Công thức hoá học của oxit có thành phần phần trăm của S là 40%:,no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,2,7,6
test_0125,knowledge,"Theo Chủ Tịch Hồ Chí Minh, ở đời và làm người thì phải làm gì?",no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0126,reading,"Trong chuyến thăm Đức năm 1996, nguyên nhân chính dẫn đến các cuộc biểu tình chống lại Giáo hoàng Gioan Phaolô II được thể hiện qua biểu ngữ và hành động của người biểu tình là gì?",no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,0,5,4
test_0127,knowledge,"Theo thông tin được cung cấp, hình thức nộp thủ tục liên thông báo cáo tình hình sử dụng lao động là gì?",no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,0,0,0
test_0128,knowledge,VNNIC là tên viết tắt của đơn vị nào?,no,0.74,short_contextless_question,short question may be curriculum-dependent,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0129,stem,"Xét một bài toán dẫn nhiệt một chiều, trạng thái ổn định qua một bức tường composite gồm hai lớp, mỗi lớp có độ dẫn nhiệt khác nhau là $ k_1 $ và $ k_2 $, và độ dày lần lượt là $ L_1 $ và $ L_2 $. Mặt bên trái của bức tư",no,0.94,,,stem,no,10,FALSE,TRUE,TRUE,FALSE,FALSE,none,0,164,74
test_0130,reading,"Theo ngữ cảnh, sau khi kết thúc nội chiến Sri Lanka năm 2009, điều gì đã được thực hiện ở thành phố Jaffna?",no,0.98,reading_with_legal_terms;reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,0,4,4
test_0131,knowledge,Bạn nên làm gì khi bắt tay?,no,0.74,short_contextless_question,short question may be curriculum-dependent,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0132,knowledge,Cuộc nội chiến ở Trung Quốc là cuộc cách mạng dân tộc vì đã đánh đổ kẻ thù là:,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0133,knowledge,Đồng thể “Pháp bảo” là gì?,no,0.74,short_contextless_question,short question may be curriculum-dependent,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0134,stem,"Nếu quỹ hưu trí cung cấp mức sinh lời hàng năm là 5% và tỷ lệ lạm phát là 2%, thì tốc độ tăng trưởng thực của tài sản của một người đầu tư vào quỹ hưu trí này là bao nhiêu?",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,4,10,5
test_0135,knowledge,Yếu tố nào sau đây không ảnh hưởng đến tổng cung?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,1,0
test_0136,stem,"Câu nào trong các câu sau đây giải thích tốt nhất tác động của việc tăng cung tiền 800 tỷ USD đến lượng hàng hóa và dịch vụ, với cung tiền ban đầu là 4 nghìn tỷ USD, tốc độ lưu thông tiền tệ là 3, và mức giá tăng từ 100 ",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,20,20
test_0137,knowledge,Chức năng cơ bản của nhà nước là gì?,no,0.74,short_contextless_question,short question may be curriculum-dependent,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0138,reading,"Ai là những tác giả đã ca ngợi tác phẩm 'Nhật ký trong tù' của Hồ Chí Minh, theo thông tin được cung cấp trong các đoạn văn?",no,0.98,,,reading,no,4,TRUE,FALSE,TRUE,FALSE,FALSE,explicit_context_question_split,0,0,0
test_0139,knowledge,"Khi đề cập đến sự ra đời của Đảng Cộng sản, Lênin nêu lên hai yếu tố, đó là sự kết hợp của chủ nghĩa Mác và phong trào công nhân. Sự ra đời của Đảng Cộng sản Việt Nam, bên cạnh hai yếu tố trên, Chủ Tịch Hồ Chí Minh còn k",no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,0,0,0
test_0140,knowledge,Cách trách nhiệm xã hội của doanh nghiệp (CSR) thường mang lại lợi ích gì cho doanh nghiệp?,no,0.78,choice_count_stem_trap;many_choices_not_stem;router_mismatch_candidate,8+ choices but not a quantitative/STEM problem; could fool n_choices>=8 heuristic; current rule-route likely differs from true type,stem,yes,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,0,0
test_0141,reading,Tên tạm gọi của sân vận động Quốc gia Mỹ Đình trong giai đoạn xây dựng là gì?,no,0.98,,,reading,no,4,TRUE,FALSE,TRUE,FALSE,FALSE,explicit_context_question_split,0,0,0
test_0142,stem,Nhiệt độ dải nhiệt độ tối ưu thông thường cho hoạt động của enzym nhiệt (thermozymes) là bao nhiêu?,no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,61,51
test_0143,stem,"Trong RAID, cấp độ nào có ưu điểm là khả năng khôi phục dữ liệu cao nhất nếu xảy ra sự cố ổ cứng?",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,5,5
test_0144,stem,"Xét phép biến đổi $ T $ được xác định bởi $ T(x, y) = (3x - 2y, x + 4y) $. Ma trận biểu diễn của $ T $ là gì?",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,82,43
test_0145,knowledge,"Theo Chủ Tịch Hồ Chí Minh, việc thành lập Đảng Cộng sản Đông Dương dựa trên sự kết hợp nào?",no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,TRUE,FALSE,none,0,2,0
test_0146,stem,"Xét các điểm $ A(1, 2) $, $ B(4, 6) $, và $ C(7, 2) $ trong mặt phẳng tọa độ. Một đường thẳng $ L $ đi qua điểm $ A $ và song song với đoạn thẳng $ BC $. Phương trình của đường thẳng $ L $ là gì?",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,128,50
test_0147,stem,"Một con lắc có chiều dài $ L $ được dịch chuyển bởi một góc nhỏ $ \theta_0 $ và được thả ra từ trạng thái nghỉ. Con lắc chịu tác dụng của một lực cản tỉ lệ với vận tốc góc của nó, với hệ số cản $ b $. Chuyển động của con",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,5,49,4
test_0148,stem,"Xét một ống hình trụ có bán kính $ R $, trong đó một chất lỏng nhớt không nén được chảy ổn định. Chất lỏng có độ nhớt động $ \mu $ và hiệu áp suất giữa hai đầu ống có chiều dài $ L $ là $ \Delta P $. Trong số các phát bi",no,0.94,,,stem,no,10,FALSE,TRUE,TRUE,FALSE,FALSE,none,0,90,20
test_0149,reading,Nguyên nhân chủ yếu dẫn đến việc thành lập Quốc-Cộng hợp tác lần thứ hai (1937-1945) là gì?,no,0.98,reading_with_legal_terms;reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,0,10,8
test_0150,knowledge,Vấn đề chính nào liên quan đến việc thu thập và lưu trữ lượng lớn dữ liệu trong hoạt động CNTT là gì?,no,0.78,choice_count_stem_trap;many_choices_not_stem;router_mismatch_candidate,8+ choices but not a quantitative/STEM problem; could fool n_choices>=8 heuristic; current rule-route likely differs from true type,stem,yes,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,0,0
test_0151,stem,"Câu hỏi nào sau đây mô tả tốt nhất thách thức chính trong việc tích hợp các yếu tố Môi trường, Xã hội và Quản trị (ESG) vào chiến lược quản lý rủi ro doanh nghiệp?",no,0.94,,,stem,no,10,FALSE,TRUE,TRUE,FALSE,FALSE,none,1,0,0
test_0152,stem,"Nếu GDP bình quân đầu người của một quốc gia là 800 đô la vào năm 1 Công nguyên và tăng lên 919 đô la vào năm 1348, thì tốc độ tăng trưởng trung bình hàng năm của GDP bình quân đầu người trong giai đoạn này là bao nhiêu?",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,4,27,23
test_0153,knowledge,Tính khách quan của chân lý thể hiện ở chỗ nào?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,1,0,0
test_0154,knowledge,"Chọn câu đúng. A. Sóng dọc là sóng truyền dọc theo một sợi dây. B. Sóng dọc là sóng truyền theo phương thẳng đứng, còn sóng ngang là sóng truyền theo phương nằm ngang. C. Sóng dọc là sóng trong đó phương dao động (của cá",no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0155,stem,"Trong một quần thể gồm 500 cá thể, tần số của alen lặn cho một đặc điểm cụ thể là 0,3. Giả sử quần thể ở trạng thái cân bằng Hardy-Weinberg, số lượng cá thể đồng hợp lặn dự kiến trong quần thể là bao nhiêu?",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,33,32
test_0156,knowledge,Các nhiệm vụ nghiên cứu của nhà địa lý liên quan đến gì?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,1,0
test_0157,reading,"Theo nội dung được cung cấp, phương thức nào sau đây được hỗ trợ để mua sim Ezcom của Vinaphone?",no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,0,12,8
test_0158,stem,"Điện tích trên tụ điện có điện dung 1,44 × 10^-10 F khi hiệu điện thế giữa hai bản là 120 V là bao nhiêu?",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,98,76
test_0159,reading,"Theo các đoạn văn, học thuyết nào trong số sau đây nhấn mạnh vai trò chủ lực của giai cấp nông dân trong cách mạng, trái ngược với quan điểm của Marx, Lenin và Stalin?",no,0.98,,,reading,no,4,TRUE,FALSE,TRUE,FALSE,FALSE,explicit_context_question_split,0,1,0
test_0160,knowledge,Khẳng định nào là đúng về chú thích trong Python?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,1,0
test_0161,knowledge,Tính đa dạng sinh học của sinh vật biểu hiện ở:,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,1,0,0
test_0162,knowledge,Yêu cầu chính để một hợp đồng được coi là có hiệu lực pháp lý là gì?,no,0.78,choice_count_stem_trap;many_choices_not_stem;router_mismatch_candidate,8+ choices but not a quantitative/STEM problem; could fool n_choices>=8 heuristic; current rule-route likely differs from true type,stem,yes,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,0,0
test_0163,knowledge,Những trường hợp nào khoan giếng không phải đăng ký khai thác?,no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,0,0,0
test_0164,knowledge,Xu hướng chung trong cải cách hành chính công trên thế giới là gì?,no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,0,0,0
test_0165,stem,"Xét một vật liệu tổng hợp được tạo thành từ hai vật liệu khác nhau, A và B, được bố trí theo cấu hình song song. Vật liệu A có độ dẫn nhiệt $ k_A $ và vật liệu B có độ dẫn nhiệt $ k_B $. Diện tích tiết diện ngang của các",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,87,11
test_0166,knowledge,"Trong phong trào chính trị quốc tế, đảng cánh Tả được coi là đảng có xu hướng",no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,2,FALSE,FALSE,TRUE,FALSE,FALSE,none,0,0,0
test_0167,reading,"Theo các tài liệu, yếu tố nào được nhấn mạnh là nguyên nhân trực tiếp dẫn đến tình trạng sản xuất thừa (overproduction) trong khủng hoảng 1929-1933?",no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,0,28,24
test_0168,knowledge,"Theo Chủ Tịch Hồ Chí Minh, học để làm gì?",no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0169,reading,"Theo văn bản, chỉ tiêu tối thiểu về thời lượng đào tạo nội bộ cho mỗi người lao động trong năm 2023 được quy định là bao nhiêu?",no,0.98,reading_with_legal_terms;reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,1,24,16
test_0170,knowledge,"Tổ chức thực thi quyền lực chính trị là Hệ thống chính trị, đúng hay sai",no,0.86,,,knowledge,no,2,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0171,reading,Loại tài khoản nào trong thị trường Vàng Bạc London đảm bảo rằng kim loại quý của khách hàng được tách biệt khỏi tài sản của nhà môi giới và khách hàng có toàn quyền định đoạt đối với số kim loại này?,no,0.98,reading_with_legal_terms,,reading,no,4,TRUE,FALSE,TRUE,FALSE,FALSE,explicit_context_question_split,1,0,0
test_0172,reading,"Theo nội dung phim, nguyên nhân trực tiếp dẫn đến cái chết của Cung Nhị là gì?",no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,TRUE,FALSE,explicit_context_question_split,0,4,4
test_0173,knowledge,Ưu điểm của cơ cấu chỉ thị từ điện là:,no,0.74,short_contextless_question,short question may be curriculum-dependent,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,1,0,0
test_0174,stem,"Xét một điện tích điểm $ +Q $ nằm tại gốc tọa độ và một điện tích điểm $ -Q $ nằm tại $ (2a, 0) $ trên trục x. Điện thế điện $ V $ tại một điểm $ P $ nằm trên trục y, cách gốc tọa độ một khoảng $ y $ là bao nhiêu?",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,193,67
test_0175,reading,"Theo văn bản, lợi ích tiến hóa chính của hiệu ứng Coolidge là gì?",no,0.98,,,reading,no,4,TRUE,FALSE,TRUE,FALSE,FALSE,explicit_context_question_split,0,0,0
test_0176,knowledge,"Vì sao công nghiệp văn hóa được coi là một ""vũ khí"" trong cuộc đấu tranh bảo vệ các giá trị tốt đẹp?",no,0.65,harmful_or_evasion_no_refusal_option,unsafe/evasion wording without explicit refusal option,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,TRUE,none,1,0,0
test_0177,stem,Một trường từ đều $ B $ hướng dọc theo trục z. Một khung dây hình chữ nhật có chiều rộng $ w $ và chiều cao $ h $ nằm trong mặt phẳng xy và mang dòng điện $ I $. Khung dây ban đầu đứng yên và có thể quay quanh trục y. Độ,no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,37,5
test_0178,knowledge,Tri giác phản ánh điều gì?,no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,1,0,0
test_0179,stem,Chuyển số phức $ z = 1 + \sqrt{3}i $ sang dạng biểu diễn cực $ z = r(\cos \theta + i \sin \theta) $. Giá trị của $ \theta $ theo radian là bao nhiêu?,no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,2,60,20
test_0180,knowledge,"Trong lễ hội, các hoạt động vui chơi giải trí cần phải bảo đảm yếu tố nào?",no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,0,0,0
test_0181,stem,"Nếu một tài khoản tiết kiệm có lãi suất danh nghĩa là 3% và tỷ lệ lạm phát là 2%, thì lãi suất thực là bao nhiêu?",no,0.94,,,stem,no,4,FALSE,TRUE,TRUE,FALSE,FALSE,none,4,13,7
test_0182,reading,"Theo ngữ cảnh, Jacques Lacan được xếp vào nhóm nào trong các trào lưu triết học sau đây?",no,0.98,,,reading,no,4,TRUE,FALSE,TRUE,FALSE,FALSE,explicit_context_question_split,0,1,0
test_0183,stem,"Sự phát triển nhảy vọt về nhận thức, tư tưởng của Chủ Tịch Hồ Chí Minh từ một thanh niên yêu nước chân chính sang một chiến sĩ cộng sản sau khi Người đọc được văn kiện nào sau đây?",no,0.94,,,stem,no,4,FALSE,TRUE,TRUE,FALSE,FALSE,none,0,10,10
test_0184,stem,"Một photon có bước sóng 600 nm. Năng lượng của nó là bao nhiêu electron-vôn (eV)? (Lưu ý: Hằng số Planck $ h = 4.1357 \times 10^{-15} $ eV·s, tốc độ ánh sáng $ c = 3 \times 10^8 $ m/s)",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,3,47,36
test_0185,reading,"Theo ngữ cảnh, nguyên nhân chính dẫn đến sự suy giảm dân số Trung Quốc từ 120 triệu xuống còn 60 triệu vào năm 1300 là gì?",no,0.98,reading_with_quant_symbols,,reading,no,4,TRUE,TRUE,TRUE,FALSE,FALSE,explicit_context_question_split,0,15,15
test_0186,knowledge,Hành chính công bao gồm những lĩnh vực nào?,no,0.82,legal_admin_without_context,may require precise/current legal or administrative rule,knowledge,no,4,FALSE,FALSE,TRUE,FALSE,FALSE,none,0,0,0
test_0187,stem,Hiểu như thế nào về Chủ nghĩa xã hội mang màu sắc Trung Quốc?,no,0.94,,,stem,no,4,FALSE,TRUE,TRUE,FALSE,FALSE,none,0,3,0
test_0188,stem,Công ty The Spy Who Loves You báo cáo Chi phí hàng hóa bán được là 7.200 USD trong năm 1 và 7.920 USD trong năm 2. Tỷ lệ thay đổi của Chi phí hàng hóa bán được từ năm 1 sang năm 2 là bao nhiêu?,no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,2,23,19
test_0189,stem,"Nếu một doanh nghiệp có chi phí biến đổi trung bình là 15 đô la và chi phí biên là 20 đô la, thì tác động đến chi phí biến đổi trung bình sẽ như thế nào nếu lượng sản phẩm đầu ra tăng thêm một đơn vị?",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,4,4
test_0190,knowledge,Chọn đáp án sai. Chủ Tịch Hồ Chí Minh tiếp thu những giá trị tư tưởng nào?,no,0.86,,,knowledge,no,4,FALSE,FALSE,FALSE,FALSE,FALSE,none,1,0,0
test_0191,knowledge,Câu hỏi nào dưới đây giải thích tốt nhất vai trò của plasmid trong việc phát triển khả năng kháng kháng sinh ở vi khuẩn?,no,0.78,choice_count_stem_trap;many_choices_not_stem;router_mismatch_candidate,8+ choices but not a quantitative/STEM problem; could fool n_choices>=8 heuristic; current rule-route likely differs from true type,stem,yes,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,0,0,0
test_0192,stem,"Trong vận chuyển bằng đường ống, sự giảm áp suất $ \Delta P $ trên một đoạn ống có chiều dài $ L $ được cho bởi phương trình Darcy-Weisbach: $$ \Delta P = f \cdot \frac{L}{D} \cdot \frac{\rho v^2}{2} $$ trong đó $ f $ là",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,3,66,40
test_0193,stem,"Xét một phản ứng hóa học trong đó nồng độ $ C(t) $ của chất phản ứng thay đổi theo thời gian theo phương trình vi phân: $$ \frac{dC}{dt} = -kC + a, $$ trong đó $ k $ là hằng số tốc độ phản ứng và $ a $ là tốc độ đầu vào ",no,0.94,,,stem,no,10,FALSE,TRUE,FALSE,FALSE,FALSE,none,6,63,18
test_0194,stem,"Một mạch điện gồm một acquy 24V, một điện trở 6Ω và một điện trở biến đổi được mắc nối tiếp. Điện trở biến đổi được điều chỉnh để tiêu thụ công suất đúng bằng công suất tiêu thụ của điện trở cố định 6Ω. Điện trở biến đổi",no,0.94,,,stem,no,10,FALSE,TRUE,TRUE,FALSE,FALSE,none,4,20,20
test_0195,stem,"Trong một nền kinh tế hai hàng hóa, nếu giá của hàng hóa X là 5 đô la và giá của hàng hóa Y là 10 đô la, và người tiêu dùng có thu nhập là 100 đô la, thì độ dốc của đường ngân sách là bao nhiêu?",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,1,14,12
test_0196,stem,"Một bàn là điện có công suất định mức 1100W và cường độ dòng điện định mức 5A. Điện trở suất là ρ = 1,1.10–6 Ωm và tiết diện của dây là S = 0,5mm², chiều dài của dây dẫn là",no,0.94,,,stem,no,4,FALSE,TRUE,FALSE,FALSE,FALSE,none,2,22,21
